0.0,0.3111111111111111,0.0,1.0,0.0,0.5838658146964856,1.0,1.0,0.375,0.0,0.0,1.0,0.0,1.0,0.2571428571428571
1.0,0.14444444444444443,0.0,1.0,0.0,0.09025559105431309,0.3333333333333333,0.40000000000000013,0.0,1.0,0.0,1.0,0.0,1.0,0.5428571428571428
1.0,0.12222222222222223,1.0,0.0,0.0,0.4408945686900958,0.3333333333333333,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.48571428571428565
1.0,0.34444444444444444,1.0,0.0,0.0,0.09105431309904152,0.0,0.40000000000000013,0.375,1.0,0.0,1.0,1.0,0.0,0.34285714285714286
0.0,0.5888888888888889,0.0,1.0,0.0,0.027156549520766772,1.0,1.0,0.375,0.0,0.0,1.0,0.0,1.0,0.1714285714285714
1.0,0.8111111111111112,0.0,1.0,0.0,0.10383386581469647,0.3333333333333333,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.19999999999999998
1.0,0.38888888888888884,0.0,1.0,0.0,0.26118210862619806,0.3333333333333333,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.19999999999999998
1.0,0.14444444444444443,1.0,0.0,0.0,0.30271565495207664,0.13333333333333336,0.40000000000000013,0.125,1.0,1.0,1.0,0.0,1.0,0.1714285714285714
1.0,0.37777777777777777,0.0,1.0,0.0,0.38099041533546324,0.0,0.40000000000000013,0.375,1.0,0.0,1.0,1.0,0.0,0.14285714285714285
1.0,0.5777777777777778,1.0,0.0,0.0,0.2755591054313099,1.0,1.0,0.375,0.0,0.0,1.0,0.0,1.0,0.05714285714285715
1.0,0.7555555555555556,0.0,1.0,0.0,0.43610223642172524,0.3333333333333333,0.40000000000000013,0.0,1.0,0.0,1.0,0.0,1.0,0.14285714285714285
1.0,0.47777777777777775,0.0,1.0,0.0,0.10782747603833866,0.3333333333333333,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.1714285714285714
1.0,0.6777777777777777,1.0,0.0,0.0,0.26038338658146964,0.3333333333333333,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.08571428571428572
